Year,Month,Region,Province/HUC/ICC,Cases
2018,10,9,ZAMBOANGA DEL SUR,156
2018,10,9,ZAMBOANGA SIBUGAY,42
2018,10,10,BUKIDNON,752
2018,10,10,CAGAYAN DE ORO CITY,439
2018,10,10,CAMIGUIN,160
2018,10,10,ILIGAN CITY,128
2018,10,10,LANAO DEL NORTE,253
2018,10,10,MISAMIS OCCIDENTAL,284
2018,10,10,MISAMIS ORIENTAL,502
2018,10,11,DAVAO CITY,267
2018,10,11,DAVAO DE ORO,224
2018,10,11,DAVAO DEL NORTE,92
2018,10,11,DAVAO DEL SUR,10
2018,10,11,DAVAO OCCIDENTAL,2
2018,10,11,DAVAO ORIENTAL,118
2018,10,12,COTABATO (NORTH COTABATO),309
2018,10,12,GENERAL SANTOS CITY (DADIANGAS),121
2018,10,12,SARANGANI,81
2018,10,12,SOUTH COTABATO,354
2018,10,12,SULTAN KUDARAT,49
2018,10,4A,BATANGAS,648
2018,10,4A,CAVITE,"1,075"
2018,10,4A,LAGUNA,894
2018,10,4A,LUCENA CITY,133
2018,10,4A,QUEZON,731
2018,10,4A,RIZAL,763
2018,10,4B,MARINDUQUE,20
2018,10,4B,OCCIDENTAL MINDORO,81
2018,10,4B,ORIENTAL MINDORO,188
2018,10,4B,PALAWAN,197
2018,10,4B,PUERTO PRINCESA CITY,122
2018,10,4B,ROMBLON,40
2018,10,BARMM,BASILAN,26
2018,10,BARMM,COTABATO CITY,82
2018,10,BARMM,LANAO DEL SUR,94
2018,10,BARMM,MAGUINDANAO,91
2018,10,BARMM,SULU,30
2018,10,BARMM,TAWI-TAWI,6
2018,10,CAR,ABRA,70
2018,10,CAR,APAYAO,351
2018,10,CAR,BAGUIO CITY,56
2018,10,CAR,BENGUET,142
2018,10,CAR,IFUGAO,167
2018,10,CAR,KALINGA,145
2018,10,CAR,MOUNTAIN PROVINCE,31
2018,10,CARAGA,AGUSAN DEL NORTE,51
2018,10,CARAGA,AGUSAN DEL SUR,366
2018,10,CARAGA,BUTUAN CITY,75
2018,10,CARAGA,DINAGAT ISLANDS,40
2018,10,CARAGA,SURIGAO DEL NORTE,258
2018,10,CARAGA,SURIGAO DEL SUR,466
2018,10,NCR,CALOOCAN CITY,345
2018,10,NCR,CITY OF LAS PIÑAS,212
2018,10,NCR,CITY OF MAKATI,293
2018,10,NCR,CITY OF MALABON,93
2018,10,NCR,CITY OF MANDALUYONG,145
2018,10,NCR,CITY OF MANILA,667
2018,10,NCR,CITY OF MARIKINA,144
2018,10,NCR,CITY OF MUNTINLUPA,113
2018,10,NCR,CITY OF NAVOTAS,75
2018,10,NCR,CITY OF PARAÑAQUE,458
2018,10,NCR,CITY OF PASIG,319
2018,10,NCR,CITY OF SAN JUAN,73
2018,10,NCR,CITY OF VALENZUELA,162
2018,10,NCR,PASAY CITY,201
2018,10,NCR,PATEROS,17
2018,10,NCR,QUEZON CITY,"1,045"
2018,10,NCR,TAGUIG CITY,248
2018,11,1,DAGUPAN CITY,46
2018,11,1,ILOCOS NORTE,219
2018,11,1,ILOCOS SUR,201
2018,11,1,LA UNION,145
2018,11,1,PANGASINAN,480
2018,11,2,BATANES,12
2018,11,2,CAGAYAN,695
2018,11,2,CITY OF SANTIAGO,41
2018,11,2,ISABELA,936
2018,11,2,NUEVA VIZCAYA,609
2018,11,2,QUIRINO,365
2018,11,3,ANGELES CITY,36
2018,11,3,AURORA,88
2018,11,3,BATAAN,205
2018,11,3,BULACAN,559
2018,11,3,NUEVA ECIJA,920
2018,11,3,OLONGAPO CITY,12
2018,11,3,PAMPANGA,465
2018,11,3,TARLAC,417
2018,11,3,ZAMBALES,29
2018,11,5,ALBAY,51
2018,11,5,CAMARINES NORTE,55
2018,11,5,CAMARINES SUR,178
2018,11,5,CATANDUANES,13
2018,11,5,MASBATE,34
2018,11,5,NAGA CITY,19
2018,11,5,SORSOGON,65
2018,11,6,AKLAN,224
2018,11,6,ANTIQUE,103
2018,11,6,BACOLOD CITY,167
2018,11,6,CAPIZ,140
2018,11,6,GUIMARAS,4
2018,11,6,ILOILO,297
2018,11,6,ILOILO CITY,62
2018,11,6,NEGROS OCCIDENTAL,766
2018,11,7,BOHOL,"1,896"
2018,11,7,CEBU,"1,401"
2018,11,7,CEBU CITY,445
2018,11,7,LAPU-LAPU CITY (OPON),301
2018,11,7,MANDAUE CITY,231
2018,11,7,NEGROS ORIENTAL,565
2018,11,7,SIQUIJOR,69
2018,11,8,BILIRAN,57
2018,11,8,EASTERN SAMAR,354
2018,11,8,LEYTE,340
2018,11,8,NORTHERN SAMAR,503
2018,11,8,ORMOC CITY,47
2018,11,8,SAMAR (WESTERN SAMAR),426
2018,11,8,SOUTHERN LEYTE,78
2018,11,8,TACLOBAN CITY,66
2018,11,9,CITY OF ISABELA,51
2018,11,9,ZAMBOANGA CITY,211
2018,11,9,ZAMBOANGA DEL NORTE,399
2018,11,9,ZAMBOANGA DEL SUR,121
2018,11,9,ZAMBOANGA SIBUGAY,45
2018,11,10,BUKIDNON,709
2018,11,10,CAGAYAN DE ORO CITY,387
2018,11,10,CAMIGUIN,215
2018,11,10,ILIGAN CITY,196
2018,11,10,LANAO DEL NORTE,240
2018,11,10,MISAMIS OCCIDENTAL,319
2018,11,10,MISAMIS ORIENTAL,465
2018,11,11,DAVAO CITY,298
2018,11,11,DAVAO DE ORO,215
2018,11,11,DAVAO DEL NORTE,67
2018,11,11,DAVAO DEL SUR,16
2018,11,11,DAVAO OCCIDENTAL,4
2018,11,11,DAVAO ORIENTAL,141
2018,11,12,COTABATO (NORTH COTABATO),313
2018,11,12,GENERAL SANTOS CITY (DADIANGAS),109
2018,11,12,SARANGANI,95
2018,11,12,SOUTH COTABATO,283
2018,11,12,SULTAN KUDARAT,56
2018,11,4A,BATANGAS,513
2018,11,4A,CAVITE,"1,210"
2018,11,4A,LAGUNA,686
2018,11,4A,LUCENA CITY,95
2018,11,4A,QUEZON,627
2018,11,4A,RIZAL,496
2018,11,4B,MARINDUQUE,22
2018,11,4B,OCCIDENTAL MINDORO,97
2018,11,4B,ORIENTAL MINDORO,129
2018,11,4B,PALAWAN,126
2018,11,4B,PUERTO PRINCESA CITY,78
2018,11,4B,ROMBLON,30
2018,11,BARMM,BASILAN,25
2018,11,BARMM,COTABATO CITY,83
2018,11,BARMM,LANAO DEL SUR,77
2018,11,BARMM,MAGUINDANAO,64
2018,11,BARMM,SULU,15
2018,11,BARMM,TAWI-TAWI,6
2018,11,CAR,ABRA,61
2018,11,CAR,APAYAO,348
2018,11,CAR,BAGUIO CITY,24
2018,11,CAR,BENGUET,25
2018,11,CAR,IFUGAO,51
2018,11,CAR,KALINGA,54
2018,11,CAR,MOUNTAIN PROVINCE,28
2018,11,CARAGA,AGUSAN DEL NORTE,128
2018,11,CARAGA,AGUSAN DEL SUR,316
2018,11,CARAGA,BUTUAN CITY,148
2018,11,CARAGA,DINAGAT ISLANDS,66
2018,11,CARAGA,SURIGAO DEL NORTE,320
2018,11,CARAGA,SURIGAO DEL SUR,561
2018,11,NCR,CALOOCAN CITY,261
2018,11,NCR,CITY OF LAS PIÑAS,128
2018,11,NCR,CITY OF MAKATI,139
2018,11,NCR,CITY OF MALABON,88
2018,11,NCR,CITY OF MANDALUYONG,22
2018,11,NCR,CITY OF MANILA,519
2018,11,NCR,CITY OF MARIKINA,102
2018,11,NCR,CITY OF MUNTINLUPA,103
2018,11,NCR,CITY OF NAVOTAS,64
2018,11,NCR,CITY OF PARAÑAQUE,349
2018,11,NCR,CITY OF PASIG,225
2018,11,NCR,CITY OF SAN JUAN,43
2018,11,NCR,CITY OF VALENZUELA,128
2018,11,NCR,PASAY CITY,107
2018,11,NCR,PATEROS,49
2018,11,NCR,QUEZON CITY,797
2018,11,NCR,TAGUIG CITY,213
2018,12,1,DAGUPAN CITY,27
2018,12,1,ILOCOS NORTE,97
2018,12,1,ILOCOS SUR,159
2018,12,1,LA UNION,102
2018,12,1,PANGASINAN,417
2018,12,2,BATANES,2
2018,12,2,CAGAYAN,556
2018,12,2,CITY OF SANTIAGO,19
2018,12,2,ISABELA,826
2018,12,2,NUEVA VIZCAYA,327
2018,12,2,QUIRINO,261
2018,12,3,ANGELES CITY,23
2018,12,3,AURORA,59
2018,12,3,BATAAN,96
2018,12,3,BULACAN,362
2018,12,3,NUEVA ECIJA,687
2018,12,3,OLONGAPO CITY,26
2018,12,3,PAMPANGA,276
2018,12,3,TARLAC,252
2018,12,3,ZAMBALES,17
2018,12,5,ALBAY,61
2018,12,5,CAMARINES NORTE,30
2018,12,5,CAMARINES SUR,182
2018,12,5,CATANDUANES,19
2018,12,5,MASBATE,41
2018,12,5,NAGA CITY,26
2018,12,5,SORSOGON,81
2018,12,6,AKLAN,212
2018,12,6,ANTIQUE,66
2018,12,6,BACOLOD CITY,131
2018,12,6,CAPIZ,145
2018,12,6,GUIMARAS,6
2018,12,6,ILOILO,188
2018,12,6,ILOILO CITY,66
2018,12,6,NEGROS OCCIDENTAL,585
2018,12,7,BOHOL,"1,142"
2018,12,7,CEBU,"1,222"
2018,12,7,CEBU CITY,307
2018,12,7,LAPU-LAPU CITY (OPON),330
2018,12,7,MANDAUE CITY,169
2018,12,7,NEGROS ORIENTAL,470
2018,12,7,SIQUIJOR,36
2018,12,8,BILIRAN,64
2018,12,8,EASTERN SAMAR,408
2018,12,8,LEYTE,441
2018,12,8,NORTHERN SAMAR,366
2018,12,8,ORMOC CITY,44
2018,12,8,SAMAR (WESTERN SAMAR),399
2018,12,8,SOUTHERN LEYTE,39
2018,12,8,TACLOBAN CITY,165
2018,12,9,CITY OF ISABELA,42
2018,12,9,ZAMBOANGA CITY,274
2018,12,9,ZAMBOANGA DEL NORTE,234
2018,12,9,ZAMBOANGA DEL SUR,36
2018,12,9,ZAMBOANGA SIBUGAY,83
2018,12,10,BUKIDNON,699
2018,12,10,CAGAYAN DE ORO CITY,327
2018,12,10,CAMIGUIN,258
2018,12,10,ILIGAN CITY,232
2018,12,10,LANAO DEL NORTE,222
2018,12,10,MISAMIS OCCIDENTAL,336
2018,12,10,MISAMIS ORIENTAL,362
2018,12,11,DAVAO CITY,294
2018,12,11,DAVAO DE ORO,300
2018,12,11,DAVAO DEL NORTE,92
2018,12,11,DAVAO DEL SUR,43
2018,12,11,DAVAO OCCIDENTAL,1
2018,12,11,DAVAO ORIENTAL,135
2018,12,12,COTABATO (NORTH COTABATO),359
2018,12,12,GENERAL SANTOS CITY (DADIANGAS),121
2018,12,12,SARANGANI,82
2018,12,12,SOUTH COTABATO,311
2018,12,12,SULTAN KUDARAT,54
2018,12,4A,BATANGAS,346
2018,12,4A,CAVITE,773
2018,12,4A,LAGUNA,430
2018,12,4A,LUCENA CITY,55
2018,12,4A,QUEZON,364
2018,12,4A,RIZAL,352
2018,12,4B,MARINDUQUE,28
2018,12,4B,OCCIDENTAL MINDORO,73
2018,12,4B,ORIENTAL MINDORO,233
2018,12,4B,PALAWAN,45
2018,12,4B,PUERTO PRINCESA CITY,38
2018,12,4B,ROMBLON,28
2018,12,BARMM,BASILAN,19
2018,12,BARMM,COTABATO CITY,82
2018,12,BARMM,LANAO DEL SUR,93
2018,12,BARMM,MAGUINDANAO,49
2018,12,BARMM,SULU,26
2018,12,BARMM,TAWI-TAWI,9
2018,12,CAR,ABRA,37
2018,12,CAR,APAYAO,278
2018,12,CAR,BAGUIO CITY,39
2018,12,CAR,BENGUET,139
2018,12,CAR,IFUGAO,54
2018,12,CAR,KALINGA,62
2018,12,CAR,MOUNTAIN PROVINCE,20
2018,12,CARAGA,AGUSAN DEL NORTE,201
2018,12,CARAGA,AGUSAN DEL SUR,501
2018,12,CARAGA,BUTUAN CITY,317
2018,12,CARAGA,DINAGAT ISLANDS,112
2018,12,CARAGA,SURIGAO DEL NORTE,457
2018,12,CARAGA,SURIGAO DEL SUR,524
2018,12,NCR,CALOOCAN CITY,195
2018,12,NCR,CITY OF LAS PIÑAS,87
2018,12,NCR,CITY OF MAKATI,81
2018,12,NCR,CITY OF MALABON,57
2018,12,NCR,CITY OF MANDALUYONG,34
2018,12,NCR,CITY OF MANILA,329
2018,12,NCR,CITY OF MARIKINA,73
2018,12,NCR,CITY OF MUNTINLUPA,53
2018,12,NCR,CITY OF NAVOTAS,37
2018,12,NCR,CITY OF PARAÑAQUE,290
2018,12,NCR,CITY OF PASIG,179
2018,12,NCR,CITY OF SAN JUAN,34
2018,12,NCR,CITY OF VALENZUELA,84
2018,12,NCR,PASAY CITY,74
2018,12,NCR,PATEROS,11
2018,12,NCR,QUEZON CITY,563
2018,12,NCR,TAGUIG CITY,110
2019,1,1,DAGUPAN CITY,26
2019,1,1,ILOCOS NORTE,80
2019,1,1,ILOCOS SUR,151
2019,1,1,LA UNION,102
2019,1,1,PANGASINAN,523
2019,1,2,CAGAYAN,"1,103"
2019,1,2,CITY OF SANTIAGO,40
2019,1,2,ISABELA,962
2019,1,2,NUEVA VIZCAYA,388
2019,1,2,QUIRINO,220
2019,1,3,ANGELES CITY,37
2019,1,3,AURORA,127
2019,1,3,BATAAN,229
2019,1,3,BULACAN,845
2019,1,3,NUEVA ECIJA,547
2019,1,3,OLONGAPO CITY,18
2019,1,3,PAMPANGA,403
2019,1,3,TARLAC,394
2019,1,3,ZAMBALES,59
2019,1,5,ALBAY,69
2019,1,5,CAMARINES NORTE,41
2019,1,5,CAMARINES SUR,215
2019,1,5,CATANDUANES,37
2019,1,5,MASBATE,25
2019,1,5,NAGA CITY,75
2019,1,5,SORSOGON,81
2019,1,6,AKLAN,249
2019,1,6,ANTIQUE,57
2019,1,6,BACOLOD CITY,225
2019,1,6,CAPIZ,261
2019,1,6,GUIMARAS,29
2019,1,6,ILOILO,465
2019,1,6,ILOILO CITY,202
2019,1,6,NEGROS OCCIDENTAL,896
2019,1,7,BOHOL,636
2019,1,7,CEBU,"1,292"
2019,1,7,CEBU CITY,525
2019,1,7,LAPU-LAPU CITY (OPON),284
2019,1,7,MANDAUE CITY,177
2019,1,7,NEGROS ORIENTAL,599
2019,1,7,SIQUIJOR,34
2019,1,8,BILIRAN,154
2019,1,8,EASTERN SAMAR,307
2019,1,8,LEYTE,325
2019,1,8,NORTHERN SAMAR,204
2019,1,8,ORMOC CITY,39
2019,1,8,SAMAR (WESTERN SAMAR),378
2019,1,8,SOUTHERN LEYTE,50
2019,1,8,TACLOBAN CITY,100
2019,1,9,CITY OF ISABELA,66
2019,1,9,ZAMBOANGA CITY,462
2019,1,9,ZAMBOANGA DEL NORTE,361
2019,1,9,ZAMBOANGA DEL SUR,229
2019,1,9,ZAMBOANGA SIBUGAY,103
2019,1,10,BUKIDNON,667
2019,1,10,CAGAYAN DE ORO CITY,288
2019,1,10,CAMIGUIN,67
2019,1,10,ILIGAN CITY,187
2019,1,10,LANAO DEL NORTE,210
2019,1,10,MISAMIS OCCIDENTAL,287
2019,1,10,MISAMIS ORIENTAL,380
2019,1,11,DAVAO CITY,398
2019,1,11,DAVAO DE ORO,216
2019,1,11,DAVAO DEL NORTE,162
2019,1,11,DAVAO DEL SUR,130
2019,1,11,DAVAO OCCIDENTAL,5
2019,1,11,DAVAO ORIENTAL,69
2019,1,12,COTABATO (NORTH COTABATO),618
2019,1,12,GENERAL SANTOS CITY (DADIANGAS),139
2019,1,12,SARANGANI,167
2019,1,12,SOUTH COTABATO,464
2019,1,12,SULTAN KUDARAT,182
2019,1,4A,BATANGAS,724
2019,1,4A,CAVITE,"1,115"
2019,1,4A,LAGUNA,930
2019,1,4A,LUCENA CITY,108
2019,1,4A,QUEZON,611
2019,1,4A,RIZAL,502
2019,1,4B,MARINDUQUE,65
2019,1,4B,OCCIDENTAL MINDORO,108
2019,1,4B,ORIENTAL MINDORO,358
2019,1,4B,PALAWAN,174
2019,1,4B,PUERTO PRINCESA CITY,85
2019,1,4B,ROMBLON,15
2019,1,BARMM,BASILAN,49
2019,1,BARMM,COTABATO CITY,85
2019,1,BARMM,LANAO DEL SUR,126
2019,1,BARMM,MAGUINDANAO,120
2019,1,BARMM,SULU,15
2019,1,BARMM,TAWI-TAWI,28
2019,1,CAR,ABRA,84
2019,1,CAR,APAYAO,182
2019,1,CAR,BAGUIO CITY,28
2019,1,CAR,BENGUET,171
2019,1,CAR,IFUGAO,91
2019,1,CAR,KALINGA,113
2019,1,CAR,MOUNTAIN PROVINCE,96
2019,1,CARAGA,AGUSAN DEL NORTE,375
2019,1,CARAGA,AGUSAN DEL SUR,775
2019,1,CARAGA,BUTUAN CITY,706
2019,1,CARAGA,DINAGAT ISLANDS,91
2019,1,CARAGA,SURIGAO DEL NORTE,509
2019,1,CARAGA,SURIGAO DEL SUR,665
2019,1,NCR,CALOOCAN CITY,291
2019,1,NCR,CITY OF LAS PIÑAS,130
2019,1,NCR,CITY OF MAKATI,130
2019,1,NCR,CITY OF MALABON,126
2019,1,NCR,CITY OF MANDALUYONG,156
2019,1,NCR,CITY OF MANILA,355
2019,1,NCR,CITY OF MARIKINA,116
2019,1,NCR,CITY OF MUNTINLUPA,70
2019,1,NCR,CITY OF NAVOTAS,51
2019,1,NCR,CITY OF PARAÑAQUE,340
2019,1,NCR,CITY OF PASIG,137
2019,1,NCR,CITY OF SAN JUAN,29
2019,1,NCR,CITY OF VALENZUELA,148
2019,1,NCR,PASAY CITY,77
2019,1,NCR,PATEROS,16
2019,1,NCR,QUEZON CITY,923
2019,1,NCR,TAGUIG CITY,118
2019,2,1,DAGUPAN CITY,16
2019,2,1,ILOCOS NORTE,75
2019,2,1,ILOCOS SUR,67
2019,2,1,LA UNION,48
2019,2,1,PANGASINAN,274
2019,2,2,BATANES,4
2019,2,2,CAGAYAN,646
2019,2,2,CITY OF SANTIAGO,69
2019,2,2,ISABELA,653
2019,2,2,NUEVA VIZCAYA,139
2019,2,2,QUIRINO,156
2019,2,3,ANGELES CITY,22
2019,2,3,AURORA,116
2019,2,3,BATAAN,93
2019,2,3,BULACAN,479
2019,2,3,NUEVA ECIJA,229
2019,2,3,OLONGAPO CITY,8
2019,2,3,PAMPANGA,195
2019,2,3,TARLAC,190
2019,2,3,ZAMBALES,31
2019,2,5,ALBAY,32
2019,2,5,CAMARINES NORTE,35
2019,2,5,CAMARINES SUR,159
2019,2,5,CATANDUANES,22
2019,2,5,MASBATE,22
2019,2,5,NAGA CITY,44
2019,2,5,SORSOGON,39
2019,2,6,AKLAN,278
2019,2,6,ANTIQUE,41
2019,2,6,BACOLOD CITY,117
2019,2,6,CAPIZ,200
2019,2,6,GUIMARAS,33
2019,2,6,ILOILO,401
2019,2,6,ILOILO CITY,163
2019,2,6,NEGROS OCCIDENTAL,591
2019,2,7,BOHOL,356
2019,2,7,CEBU,822
2019,2,7,CEBU CITY,251
2019,2,7,LAPU-LAPU CITY (OPON),118
2019,2,7,MANDAUE CITY,90
2019,2,7,NEGROS ORIENTAL,357
2019,2,7,SIQUIJOR,14
2019,2,8,BILIRAN,142
2019,2,8,EASTERN SAMAR,167
2019,2,8,LEYTE,128
2019,2,8,NORTHERN SAMAR,97
2019,2,8,ORMOC CITY,39
2019,2,8,SAMAR (WESTERN SAMAR),156
2019,2,8,SOUTHERN LEYTE,52
2019,2,8,TACLOBAN CITY,55
2019,2,9,CITY OF ISABELA,31
2019,2,9,ZAMBOANGA CITY,255
2019,2,9,ZAMBOANGA DEL NORTE,137
2019,2,9,ZAMBOANGA DEL SUR,232
2019,2,9,ZAMBOANGA SIBUGAY,186
2019,2,10,BUKIDNON,544
2019,2,10,CAGAYAN DE ORO CITY,192
2019,2,10,CAMIGUIN,12
2019,2,10,ILIGAN CITY,88
2019,2,10,LANAO DEL NORTE,161
2019,2,10,MISAMIS OCCIDENTAL,205
2019,2,10,MISAMIS ORIENTAL,294
2019,2,11,DAVAO CITY,270
2019,2,11,DAVAO DE ORO,147
2019,2,11,DAVAO DEL NORTE,207
2019,2,11,DAVAO DEL SUR,130
2019,2,11,DAVAO OCCIDENTAL,6
2019,2,11,DAVAO ORIENTAL,42
2019,2,12,COTABATO (NORTH COTABATO),544
2019,2,12,GENERAL SANTOS CITY (DADIANGAS),102
2019,2,12,SARANGANI,142
2019,2,12,SOUTH COTABATO,435
2019,2,12,SULTAN KUDARAT,249
2019,2,4A,BATANGAS,518
2019,2,4A,CAVITE,740
2019,2,4A,LAGUNA,633
2019,2,4A,LUCENA CITY,29
2019,2,4A,QUEZON,315
2019,2,4A,RIZAL,337
2019,2,4B,MARINDUQUE,39
2019,2,4B,OCCIDENTAL MINDORO,55
2019,2,4B,ORIENTAL MINDORO,247
2019,2,4B,PALAWAN,237
2019,2,4B,PUERTO PRINCESA CITY,89
2019,2,4B,ROMBLON,43
2019,2,BARMM,BASILAN,26
2019,2,BARMM,COTABATO CITY,68
2019,2,BARMM,LANAO DEL SUR,104
2019,2,BARMM,MAGUINDANAO,147
2019,2,BARMM,SULU,14
2019,2,BARMM,TAWI-TAWI,13
2019,2,CAR,ABRA,65
2019,2,CAR,APAYAO,126
2019,2,CAR,BAGUIO CITY,25
2019,2,CAR,BENGUET,126
2019,2,CAR,IFUGAO,58
2019,2,CAR,KALINGA,102
2019,2,CAR,MOUNTAIN PROVINCE,31
2019,2,CARAGA,AGUSAN DEL NORTE,152
2019,2,CARAGA,AGUSAN DEL SUR,400
2019,2,CARAGA,BUTUAN CITY,229
2019,2,CARAGA,DINAGAT ISLANDS,54
2019,2,CARAGA,SURIGAO DEL NORTE,200
2019,2,CARAGA,SURIGAO DEL SUR,300
2019,2,NCR,CALOOCAN CITY,167
2019,2,NCR,CITY OF LAS PIÑAS,59
2019,2,NCR,CITY OF MAKATI,48
2019,2,NCR,CITY OF MALABON,76
2019,2,NCR,CITY OF MANDALUYONG,80
2019,2,NCR,CITY OF MANILA,150
2019,2,NCR,CITY OF MARIKINA,70
2019,2,NCR,CITY OF MUNTINLUPA,47
2019,2,NCR,CITY OF NAVOTAS,21
2019,2,NCR,CITY OF PARAÑAQUE,150
2019,2,NCR,CITY OF PASIG,89
2019,2,NCR,CITY OF SAN JUAN,20
2019,2,NCR,CITY OF VALENZUELA,60
2019,2,NCR,PASAY CITY,55
2019,2,NCR,PATEROS,6
2019,2,NCR,QUEZON CITY,446
2019,2,NCR,TAGUIG CITY,63
2019,3,1,DAGUPAN CITY,5
2019,3,1,ILOCOS NORTE,37
2019,3,1,ILOCOS SUR,35
2019,3,1,LA UNION,28
2019,3,1,PANGASINAN,148
2019,3,2,CAGAYAN,258
2019,3,2,CITY OF SANTIAGO,18
2019,3,2,ISABELA,341
2019,3,2,NUEVA VIZCAYA,106
2019,3,2,QUIRINO,86
2019,3,3,ANGELES CITY,9
2019,3,3,AURORA,66
2019,3,3,BATAAN,167
2019,3,3,BULACAN,219
2019,3,3,NUEVA ECIJA,104
2019,3,3,OLONGAPO CITY,5
2019,3,3,PAMPANGA,89
2019,3,3,TARLAC,104
2019,3,3,ZAMBALES,24
2019,3,5,ALBAY,53
2019,3,5,CAMARINES NORTE,19
2019,3,5,CAMARINES SUR,105
2019,3,5,CATANDUANES,39
2019,3,5,MASBATE,29
2019,3,5,NAGA CITY,29
2019,3,5,SORSOGON,39
2019,3,6,AKLAN,221
2019,3,6,ANTIQUE,45
2019,3,6,BACOLOD CITY,74
2019,3,6,CAPIZ,239
2019,3,6,GUIMARAS,48
2019,3,6,ILOILO,583
2019,3,6,ILOILO CITY,92
2019,3,6,NEGROS OCCIDENTAL,478
2019,3,7,BOHOL,185
2019,3,7,CEBU,532
2019,3,7,CEBU CITY,167
2019,3,7,LAPU-LAPU CITY (OPON),60
2019,3,7,MANDAUE CITY,45
2019,3,7,NEGROS ORIENTAL,192
2019,3,7,SIQUIJOR,15
2019,3,8,BILIRAN,42
2019,3,8,EASTERN SAMAR,90
2019,3,8,LEYTE,155
2019,3,8,NORTHERN SAMAR,60
2019,3,8,ORMOC CITY,34
2019,3,8,SAMAR (WESTERN SAMAR),134
2019,3,8,SOUTHERN LEYTE,39
2019,3,8,TACLOBAN CITY,62
2019,3,9,CITY OF ISABELA,34
2019,3,9,ZAMBOANGA CITY,259
2019,3,9,ZAMBOANGA DEL NORTE,201
2019,3,9,ZAMBOANGA DEL SUR,210
2019,3,9,ZAMBOANGA SIBUGAY,344
2019,3,10,BUKIDNON,501
2019,3,10,CAGAYAN DE ORO CITY,151
2019,3,10,CAMIGUIN,4
2019,3,10,ILIGAN CITY,94
2019,3,10,LANAO DEL NORTE,169
2019,3,10,MISAMIS OCCIDENTAL,146
2019,3,10,MISAMIS ORIENTAL,271
2019,3,11,DAVAO CITY,217
2019,3,11,DAVAO DE ORO,107
2019,3,11,DAVAO DEL NORTE,103
2019,3,11,DAVAO DEL SUR,89
2019,3,11,DAVAO OCCIDENTAL,8
2019,3,11,DAVAO ORIENTAL,30
2019,3,12,COTABATO (NORTH COTABATO),451
2019,3,12,GENERAL SANTOS CITY (DADIANGAS),84
2019,3,12,SARANGANI,134
2019,3,12,SOUTH COTABATO,390
2019,3,12,SULTAN KUDARAT,119
2019,3,4A,BATANGAS,302
2019,3,4A,CAVITE,358
2019,3,4A,LAGUNA,361
2019,3,4A,LUCENA CITY,15
2019,3,4A,QUEZON,215
2019,3,4A,RIZAL,223
2019,3,4B,MARINDUQUE,99
2019,3,4B,OCCIDENTAL MINDORO,45
2019,3,4B,ORIENTAL MINDORO,183
2019,3,4B,PALAWAN,201
2019,3,4B,PUERTO PRINCESA CITY,55
2019,3,4B,ROMBLON,29
2019,3,BARMM,BASILAN,36
2019,3,BARMM,COTABATO CITY,66
2019,3,BARMM,LANAO DEL SUR,69
2019,3,BARMM,MAGUINDANAO,97
2019,3,BARMM,SULU,11
2019,3,BARMM,TAWI-TAWI,5
2019,3,CAR,ABRA,30
2019,3,CAR,APAYAO,73
2019,3,CAR,BAGUIO CITY,17
2019,3,CAR,BENGUET,86
2019,3,CAR,IFUGAO,27
2019,3,CAR,KALINGA,33
2019,3,CAR,MOUNTAIN PROVINCE,8
2019,3,CARAGA,AGUSAN DEL NORTE,91
2019,3,CARAGA,AGUSAN DEL SUR,167
2019,3,CARAGA,BUTUAN CITY,100
2019,3,CARAGA,DINAGAT ISLANDS,25
2019,3,CARAGA,SURIGAO DEL NORTE,95
2019,3,CARAGA,SURIGAO DEL SUR,151
2019,3,NCR,CALOOCAN CITY,89
2019,3,NCR,CITY OF LAS PIÑAS,34
2019,3,NCR,CITY OF MAKATI,41
2019,3,NCR,CITY OF MALABON,53
2019,3,NCR,CITY OF MANDALUYONG,36
2019,3,NCR,CITY OF MANILA,109
2019,3,NCR,CITY OF MARIKINA,24
2019,3,NCR,CITY OF MUNTINLUPA,25
2019,3,NCR,CITY OF NAVOTAS,11
2019,3,NCR,CITY OF PARAÑAQUE,61
2019,3,NCR,CITY OF PASIG,28
2019,3,NCR,CITY OF SAN JUAN,10
2019,3,NCR,CITY OF VALENZUELA,37
2019,3,NCR,PASAY CITY,26
2019,3,NCR,PATEROS,3
2019,3,NCR,QUEZON CITY,268
2019,3,NCR,TAGUIG CITY,55
2019,4,1,DAGUPAN CITY,8
2019,4,1,ILOCOS NORTE,37
2019,4,1,ILOCOS SUR,36
2019,4,1,LA UNION,30
2019,4,1,PANGASINAN,87
2019,4,2,BATANES,1
2019,4,2,CAGAYAN,143
2019,4,2,CITY OF SANTIAGO,8
2019,4,2,ISABELA,185
2019,4,2,NUEVA VIZCAYA,49
2019,4,2,QUIRINO,49
2019,4,3,ANGELES CITY,13
2019,4,3,AURORA,39
2019,4,3,BATAAN,39
2019,4,3,BULACAN,106
2019,4,3,NUEVA ECIJA,88
2019,4,3,OLONGAPO CITY,3
2019,4,3,PAMPANGA,37
2019,4,3,TARLAC,90
2019,4,3,ZAMBALES,6
2019,4,5,ALBAY,29
2019,4,5,CAMARINES NORTE,13
